id,nfo_type,quantity,entry_price,exit_price,profit,placed_at,exited_at,strike,option_type,strategy_id,strategy_name,symbol
40,option,100,181.35,226.3,4495.000000000002,2021-10-11 04:10:02.247321+00:00,2021-10-11 06:35:00.850216+00:00,17800,ce,2,Bank50 Pyramiding_1,NIFTY
41,option,25,451.3,610.15,3971.249999999999,2021-10-11 04:10:02.609652+00:00,2021-10-11 09:45:01.591930+00:00,37800,ce,3,BankNifty Pyramiding_10,BANKNIFTY
43,option,100,158.75,193.4,3465.0000000000005,2021-10-11 04:15:00.597574+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
44,option,100,158.75,186.15,2740.0000000000005,2021-10-11 04:15:01.070860+00:00,2021-10-11 06:35:00.850216+00:00,17850,ce,2,Bank50 Pyramiding_1,NIFTY
45,option,25,498.05,690.3,4806.249999999998,2021-10-11 04:15:02.076532+00:00,2021-10-11 09:45:01.591930+00:00,37700,ce,3,BankNifty Pyramiding_10,BANKNIFTY
47,option,100,159.65,193.4,3375.0,2021-10-11 04:20:00.599408+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
48,option,100,159.65,186.15,2650.0,2021-10-11 04:20:01.660960+00:00,2021-10-11 06:35:00.850216+00:00,17850,ce,2,Bank50 Pyramiding_1,NIFTY
49,option,25,460.15,610.15,3750.0,2021-10-11 04:20:02.219942+00:00,2021-10-11 09:45:01.591930+00:00,37800,ce,3,BankNifty Pyramiding_10,BANKNIFTY
51,option,100,172.1,193.4,2130.000000000001,2021-10-11 04:25:00.648695+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
52,option,25,508.05,610.15,2552.499999999999,2021-10-11 04:25:01.151841+00:00,2021-10-11 09:45:01.591930+00:00,37800,ce,3,BankNifty Pyramiding_10,BANKNIFTY
55,option,25,496.05,621.95,3147.500000000001,2021-10-11 04:30:01.166569+00:00,2021-10-11 09:40:01.207565+00:00,37800,ce,1,BankNifty Pyramiding_1,BANKNIFTY
56,option,25,500.0,610.15,2753.7499999999995,2021-10-11 04:30:01.694242+00:00,2021-10-11 09:45:01.591930+00:00,37800,ce,3,BankNifty Pyramiding_10,BANKNIFTY
57,option,100,173.55,186.15,1259.9999999999995,2021-10-11 04:30:02.451449+00:00,2021-10-11 06:35:00.850216+00:00,17850,ce,2,Bank50 Pyramiding_1,NIFTY
59,option,100,173.55,193.4,1984.9999999999995,2021-10-11 04:30:03.361857+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
62,option,25,467.8,534.75,1673.7499999999998,2021-10-11 04:35:01.557525+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
63,option,100,175.5,186.15,1065.0000000000005,2021-10-11 04:35:20.260833+00:00,2021-10-11 06:35:00.850216+00:00,17850,ce,2,Bank50 Pyramiding_1,NIFTY
64,option,100,174.45,193.4,1895.0000000000018,2021-10-11 04:35:02.860691+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
66,option,100,178.0,193.4,1540.0000000000005,2021-10-11 04:40:00.974403+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
67,option,25,486.55,542.1,1388.7500000000002,2021-10-11 04:40:01.079450+00:00,2021-10-11 09:40:01.207565+00:00,37900,ce,1,BankNifty Pyramiding_1,BANKNIFTY
68,option,25,491.15,534.75,1090.0000000000005,2021-10-11 04:40:02.335352+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
71,option,25,469.0,534.75,1643.75,2021-10-11 04:45:01.270256+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
72,option,100,177.75,193.4,1565.0000000000005,2021-10-11 04:45:01.276732+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
74,option,100,181.2,193.4,1220.0000000000018,2021-10-11 04:50:01.080850+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
75,option,25,469.9,534.75,1621.2500000000005,2021-10-11 04:50:01.485457+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
77,option,25,458.9,534.75,1896.2500000000005,2021-10-11 04:55:00.889431+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
78,option,100,174.5,193.4,1890.0000000000005,2021-10-11 04:55:01.675032+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
79,option,100,174.5,186.15,1165.0000000000005,2021-10-11 04:55:02.999627+00:00,2021-10-11 06:35:00.850216+00:00,17850,ce,2,Bank50 Pyramiding_1,NIFTY
82,option,100,175.5,193.4,1790.0000000000005,2021-10-11 05:00:01.294718+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
83,option,25,469.95,534.75,1620.0000000000002,2021-10-11 05:00:01.622872+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
86,option,25,475.45,534.75,1482.5000000000002,2021-10-11 05:05:00.753338+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
87,option,100,175.05,193.4,1834.9999999999995,2021-10-11 05:05:01.067573+00:00,2021-10-11 06:40:04.691518+00:00,17850,ce,4,Bank50 Pyramiding_10,NIFTY
89,option,100,151.35,157.2,584.9999999999994,2021-10-11 05:10:01.321341+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
90,option,25,513.85,534.75,522.4999999999994,2021-10-11 05:10:01.262060+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
92,option,100,159.2,150.1,-909.9999999999994,2021-10-11 05:15:00.979395+00:00,2021-10-11 06:35:00.850216+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
93,option,25,451.0,472.6,540.0000000000006,2021-10-11 05:15:02.430976+00:00,2021-10-11 09:40:01.207565+00:00,38000,ce,1,BankNifty Pyramiding_1,BANKNIFTY
94,option,100,159.65,157.2,-245.0000000000017,2021-10-11 05:15:00.769760+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
95,option,25,451.2,460.85,241.25000000000085,2021-10-11 05:15:03.255200+00:00,2021-10-11 09:45:01.591930+00:00,38000,ce,3,BankNifty Pyramiding_10,BANKNIFTY
98,option,25,494.0,534.75,1018.75,2021-10-11 05:20:00.995541+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
99,option,100,153.1,157.2,409.99999999999943,2021-10-11 05:20:01.544881+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
100,option,100,153.3,150.1,-320.0000000000017,2021-10-11 05:20:02.957391+00:00,2021-10-11 06:35:00.850216+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
102,option,100,150.35,157.2,684.9999999999994,2021-10-11 05:25:01.568309+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
103,option,25,473.4,534.75,1533.7500000000005,2021-10-11 05:25:04.026285+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
104,option,100,153.0,157.2,419.99999999999886,2021-10-11 05:30:01.230529+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
105,option,25,484.0,534.75,1268.75,2021-10-11 05:30:01.294080+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
107,option,100,152.6,157.2,459.99999999999943,2021-10-11 05:35:01.375353+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
108,option,25,462.2,534.75,1813.7500000000002,2021-10-11 05:35:02.598369+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
110,option,100,168.4,157.2,-1120.0000000000018,2021-10-11 05:40:00.675704+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
111,option,25,491.0,534.75,1093.75,2021-10-11 05:40:01.358188+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
112,option,100,175.0,150.1,-2490.0000000000005,2021-10-11 05:45:01.330622+00:00,2021-10-11 06:35:00.850216+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
113,option,100,175.0,157.2,-1780.0000000000011,2021-10-11 05:45:02.326697+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
114,option,25,498.5,534.75,906.25,2021-10-11 05:45:01.342460+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
116,option,25,478.85,534.75,1397.4999999999995,2021-10-11 05:50:01.101751+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
117,option,100,170.45,157.2,-1325.0,2021-10-11 05:50:01.225447+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
118,option,100,171.2,150.1,-2109.9999999999995,2021-10-11 05:50:04.258979+00:00,2021-10-11 06:35:00.850216+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
120,option,25,495.55,534.75,979.9999999999998,2021-10-11 05:55:01.224975+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
121,option,100,170.0,157.2,-1280.0000000000011,2021-10-11 05:55:01.453783+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
122,option,25,497.95,534.75,920.0000000000002,2021-10-11 06:00:02.608290+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
123,option,100,174.35,157.2,-1715.0000000000005,2021-10-11 06:00:04.473407+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
125,option,100,181.2,157.2,-2400.0,2021-10-11 06:05:02.435022+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
126,option,100,181.2,150.1,-3109.9999999999995,2021-10-11 06:05:02.552115+00:00,2021-10-11 06:35:00.850216+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
128,option,100,169.4,157.2,-1220.0000000000018,2021-10-11 06:10:05.511273+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
130,option,100,171.0,157.2,-1380.0000000000011,2021-10-11 06:15:01.786587+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
133,option,100,166.95,157.2,-975.0,2021-10-11 06:20:02.683398+00:00,2021-10-11 06:40:04.691518+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
134,option,-100,160.1,143.5,-1659.9999999999995,2021-10-11 06:35:00.850216+00:00,2021-10-11 06:50:03.272204+00:00,18100,pe,2,Bank50 Pyramiding_1,NIFTY
138,option,-100,152.5,130.0,-2250.0,2021-10-11 06:40:04.691518+00:00,2021-10-11 07:25:01.272554+00:00,18100,pe,4,Bank50 Pyramiding_10,NIFTY
139,option,-100,180.7,160.7,-2000.0,2021-10-11 06:45:01.848517+00:00,2021-10-11 07:25:01.272554+00:00,18150,pe,4,Bank50 Pyramiding_10,NIFTY
143,option,100,169.85,170.35,50.0,2021-10-11 06:50:03.272204+00:00,2021-10-11 08:35:02.732265+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
147,option,100,175.95,170.35,-559.9999999999994,2021-10-11 07:00:02.042397+00:00,2021-10-11 08:35:02.732265+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
155,option,100,186.7,171.9,-1479.9999999999982,2021-10-11 07:25:01.272554+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
156,option,25,486.35,534.75,1209.9999999999995,2021-10-11 07:25:01.391937+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
158,option,100,180.55,171.9,-865.0000000000006,2021-10-11 07:30:00.640722+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
160,option,25,484.15,534.75,1265.0000000000005,2021-10-11 07:30:09.370164+00:00,2021-10-11 09:45:01.591930+00:00,37900,ce,3,BankNifty Pyramiding_10,BANKNIFTY
163,option,100,156.8,136.4,-2040.0000000000005,2021-10-11 07:35:02.104664+00:00,2021-10-11 08:35:01.307660+00:00,17950,ce,4,Bank50 Pyramiding_10,NIFTY
164,option,25,456.1,460.85,118.75,2021-10-11 07:35:02.173282+00:00,2021-10-11 09:45:01.591930+00:00,38000,ce,3,BankNifty Pyramiding_10,BANKNIFTY
166,option,100,184.75,171.9,-1284.9999999999995,2021-10-11 07:40:01.946647+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
167,option,100,184.75,170.35,-1440.0000000000005,2021-10-11 07:40:02.058538+00:00,2021-10-11 08:35:02.732265+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
169,option,100,171.5,171.9,40.00000000000057,2021-10-11 07:45:01.923410+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
173,option,25,470.85,472.6,43.75,2021-10-11 08:00:02.460844+00:00,2021-10-11 09:40:01.207565+00:00,38000,ce,1,BankNifty Pyramiding_1,BANKNIFTY
178,option,100,187.0,171.9,-1509.9999999999995,2021-10-11 08:10:01.851372+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
179,option,25,466.0,406.25,-1493.75,2021-10-11 08:10:01.524475+00:00,2021-10-11 09:40:01.207565+00:00,38100,ce,1,BankNifty Pyramiding_1,BANKNIFTY
180,option,100,186.85,170.35,-1650.0,2021-10-11 08:10:04.664925+00:00,2021-10-11 08:35:02.732265+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
183,option,25,479.95,406.25,-1842.4999999999998,2021-10-11 08:15:02.411698+00:00,2021-10-11 09:40:01.207565+00:00,38100,ce,1,BankNifty Pyramiding_1,BANKNIFTY
184,option,100,186.2,171.9,-1429.9999999999982,2021-10-11 08:15:02.563556+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
186,option,100,180.95,171.9,-904.9999999999983,2021-10-11 08:20:01.411221+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
189,option,100,175.65,171.9,-375.0,2021-10-11 08:25:00.976412+00:00,2021-10-11 08:35:01.307660+00:00,17900,ce,4,Bank50 Pyramiding_10,NIFTY
190,option,25,469.3,406.25,-1576.2500000000002,2021-10-11 08:25:01.407628+00:00,2021-10-11 09:40:01.207565+00:00,38100,ce,1,BankNifty Pyramiding_1,BANKNIFTY
195,option,-100,173.0,247.75,7475.0,2021-10-11 08:35:01.307660+00:00,2021-10-12 06:00:06.003531+00:00,18150,pe,4,Bank50 Pyramiding_10,NIFTY
197,option,-100,173.7,171.65,-204.9999999999983,2021-10-11 08:35:02.732265+00:00,2021-10-11 08:40:01.389509+00:00,18150,pe,2,Bank50 Pyramiding_1,NIFTY
198,option,100,172.75,162.45,-1030.0000000000011,2021-10-11 08:40:01.389509+00:00,2021-10-11 09:15:01.278338+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
200,option,25,453.6,343.6,-2750.0,2021-10-11 08:50:00.823422+00:00,2021-10-11 09:40:01.207565+00:00,38200,ce,1,BankNifty Pyramiding_1,BANKNIFTY
201,option,100,167.75,162.45,-530.0000000000011,2021-10-11 08:50:01.061928+00:00,2021-10-11 09:15:01.278338+00:00,17900,ce,2,Bank50 Pyramiding_1,NIFTY
204,option,-100,176.85,247.75,7090.000000000001,2021-10-11 08:55:06.784698+00:00,2021-10-12 06:00:06.003531+00:00,18150,pe,4,Bank50 Pyramiding_10,NIFTY
207,option,-100,173.45,247.75,7430.000000000001,2021-10-11 09:00:01.358980+00:00,2021-10-12 06:00:06.003531+00:00,18150,pe,4,Bank50 Pyramiding_10,NIFTY
208,option,25,475.2,343.6,-3289.999999999999,2021-10-11 09:00:02.050222+00:00,2021-10-11 09:40:01.207565+00:00,38200,ce,1,BankNifty Pyramiding_1,BANKNIFTY
212,option,-100,174.75,247.75,7300.0,2021-10-11 09:05:05.193419+00:00,2021-10-12 06:00:06.003531+00:00,18150,pe,4,Bank50 Pyramiding_10,NIFTY
214,option,-100,180.25,247.75,6750.0,2021-10-11 09:10:01.628178+00:00,2021-10-12 06:00:06.003531+00:00,18150,pe,4,Bank50 Pyramiding_10,NIFTY
217,option,-100,150.4,205.9,5550.0,2021-10-11 09:15:01.113483+00:00,2021-10-12 06:00:06.003531+00:00,18100,pe,4,Bank50 Pyramiding_10,NIFTY
218,option,-100,150.4,182.85,3244.999999999999,2021-10-11 09:15:01.278338+00:00,2021-10-12 04:00:03.728224+00:00,18100,pe,2,Bank50 Pyramiding_1,NIFTY
221,option,-100,177.1,247.75,7065.000000000001,2021-10-11 09:20:03.050016+00:00,2021-10-12 06:00:06.003531+00:00,18150,pe,4,Bank50 Pyramiding_10,NIFTY
231,option,-100,166.5,205.9,3940.0000000000005,2021-10-11 09:40:01.176359+00:00,2021-10-12 06:00:06.003531+00:00,18100,pe,4,Bank50 Pyramiding_10,NIFTY
232,option,-25,455.0,413.35,-1041.2499999999995,2021-10-11 09:40:01.207565+00:00,2021-10-12 03:55:01.136019+00:00,38600,pe,1,BankNifty Pyramiding_1,BANKNIFTY
233,option,-100,166.5,182.85,1634.9999999999995,2021-10-11 09:40:02.612189+00:00,2021-10-12 04:00:03.728224+00:00,18100,pe,2,Bank50 Pyramiding_1,NIFTY
237,option,-25,457.3,418.4,-972.5000000000009,2021-10-11 09:45:01.591930+00:00,2021-10-12 04:35:05.713503+00:00,38600,pe,3,BankNifty Pyramiding_10,BANKNIFTY
238,option,-25,457.3,413.35,-1098.7499999999998,2021-10-11 09:45:01.846237+00:00,2021-10-12 03:55:01.136019+00:00,38600,pe,1,BankNifty Pyramiding_1,BANKNIFTY
240,option,-100,170.1,205.9,3580.000000000001,2021-10-11 09:50:00.794247+00:00,2021-10-12 06:00:06.003531+00:00,18100,pe,4,Bank50 Pyramiding_10,NIFTY
241,option,-25,516.4,485.8,-764.9999999999991,2021-10-11 09:50:00.704312+00:00,2021-10-12 04:35:05.713503+00:00,38700,pe,3,BankNifty Pyramiding_10,BANKNIFTY
242,option,-100,171.25,182.85,1159.9999999999995,2021-10-11 09:50:02.189500+00:00,2021-10-12 04:00:03.728224+00:00,18100,pe,2,Bank50 Pyramiding_1,NIFTY
246,option,-25,476.95,418.4,-1463.7500000000002,2021-10-11 09:55:01.200778+00:00,2021-10-12 04:35:05.713503+00:00,38600,pe,3,BankNifty Pyramiding_10,BANKNIFTY
247,option,-100,176.2,205.9,2970.000000000002,2021-10-11 09:55:03.643048+00:00,2021-10-12 06:00:06.003531+00:00,18100,pe,4,Bank50 Pyramiding_10,NIFTY
248,option,-100,177.85,168.85,-900.0,2021-10-12 03:45:11.439445+00:00,2021-10-12 06:00:06.003531+00:00,18050,pe,4,Bank50 Pyramiding_10,NIFTY
251,option,-100,172.25,149.45,-2280.000000000001,2021-10-12 03:45:15.597956+00:00,2021-10-12 04:00:03.728224+00:00,18050,pe,2,Bank50 Pyramiding_1,NIFTY
253,option,-25,516.4,418.4,-2450.0,2021-10-12 03:45:16.954569+00:00,2021-10-12 04:35:05.713503+00:00,38600,pe,3,BankNifty Pyramiding_10,BANKNIFTY
256,option,-25,476.7,478.8,52.50000000000057,2021-10-12 03:50:03.332734+00:00,2021-10-12 03:55:01.136019+00:00,38700,pe,1,BankNifty Pyramiding_1,BANKNIFTY
257,option,-100,178.6,205.9,2730.000000000001,2021-10-12 03:50:05.668389+00:00,2021-10-12 06:00:06.003531+00:00,18100,pe,4,Bank50 Pyramiding_10,NIFTY
258,option,-25,468.85,485.8,423.7499999999997,2021-10-12 03:50:05.553933+00:00,2021-10-12 04:35:05.713503+00:00,38700,pe,3,BankNifty Pyramiding_10,BANKNIFTY
260,option,25,500.3,413.3,-2175.0,2021-10-12 03:55:01.136019+00:00,2021-10-12 04:10:02.710414+00:00,38000,ce,1,BankNifty Pyramiding_1,BANKNIFTY
262,option,-100,168.0,205.9,3790.0000000000005,2021-10-12 03:55:03.001665+00:00,2021-10-12 06:00:06.003531+00:00,18100,pe,4,Bank50 Pyramiding_10,NIFTY
265,option,25,489.55,413.3,-1906.25,2021-10-12 03:57:22.908851+00:00,2021-10-12 04:10:02.710414+00:00,38000,ce,1,BankNifty Pyramiding_1,BANKNIFTY
266,option,-100,167.9,182.85,1494.9999999999989,2021-10-12 03:57:26.483221+00:00,2021-10-12 04:00:03.728224+00:00,18100,pe,2,Bank50 Pyramiding_1,NIFTY
269,option,100,159.95,143.0,-1694.9999999999989,2021-10-12 04:00:03.728224+00:00,2021-10-12 04:10:01.386356+00:00,17850,ce,2,Bank50 Pyramiding_1,NIFTY
272,option,-25,508.45,418.4,-2251.2500000000005,2021-10-12 04:05:01.473015+00:00,2021-10-12 04:35:05.713503+00:00,38600,pe,3,BankNifty Pyramiding_10,BANKNIFTY
274,option,-100,166.45,168.85,240.00000000000057,2021-10-12 04:10:01.301454+00:00,2021-10-12 06:00:06.003531+00:00,18050,pe,4,Bank50 Pyramiding_10,NIFTY
275,option,-100,166.45,150.95,-1550.0,2021-10-12 04:10:01.386356+00:00,2021-10-12 04:30:01.721316+00:00,18050,pe,2,Bank50 Pyramiding_1,NIFTY
276,option,-25,488.6,418.4,-1755.0000000000011,2021-10-12 04:10:02.776468+00:00,2021-10-12 04:35:05.713503+00:00,38600,pe,3,BankNifty Pyramiding_10,BANKNIFTY
277,option,-25,488.6,418.7,-1747.500000000001,2021-10-12 04:10:02.710414+00:00,2021-10-12 04:30:01.529307+00:00,38600,pe,1,BankNifty Pyramiding_1,BANKNIFTY
279,option,-100,161.0,168.85,784.9999999999994,2021-10-12 04:15:01.034821+00:00,2021-10-12 06:00:06.003531+00:00,18050,pe,4,Bank50 Pyramiding_10,NIFTY
280,option,-25,500.0,418.4,-2040.0000000000005,2021-10-12 04:15:01.794057+00:00,2021-10-12 04:35:05.713503+00:00,38600,pe,3,BankNifty Pyramiding_10,BANKNIFTY
281,option,-100,163.0,168.85,584.9999999999994,2021-10-12 04:20:00.753800+00:00,2021-10-12 06:00:06.003531+00:00,18050,pe,4,Bank50 Pyramiding_10,NIFTY
